ap_latest_rank,ap_preseason_rank,avg_closing_spread,avg_closing_total,avg_cover_margin,avg_lines_per_game,avg_margin,avg_opponent_postgame_elo,avg_opponent_pregame_elo,avg_points_against,avg_points_for,avg_team_postgame_elo,avg_team_pregame_elo,cfp_latest_rank,cfp_preseason_rank,classification,coaches_latest_rank,coaches_preseason_rank,conference,defense_explosiveness_allowed,defense_havoc_created,defense_line_yards_allowed,defense_passing_down_success_rate_allowed,defense_points_per_opportunity_allowed,defense_ppa_allowed,defense_standard_down_success_rate_allowed,defense_success_rate_allowed,fbs_avg_margin,fbs_avg_opponent_postgame_elo,fbs_avg_opponent_pregame_elo,fbs_games,fbs_losses,fbs_margin_sum,fbs_opponent_postgame_elo_sum,fbs_opponent_pregame_elo_sum,fbs_win_pct,fbs_wins,games_played,games_with_lines,latest_team_postgame_elo,line_count_sum,losses,margin_sum,offense_explosiveness,offense_havoc_allowed,offense_line_yards,offense_passing_down_success_rate,offense_points_per_opportunity,offense_ppa,offense_standard_down_success_rate,offense_success_rate,opponent_postgame_elo_sum,opponent_pregame_elo_sum,points_against,points_for,recent_avg_cover_margin,recent_avg_margin,recent_fbs_avg_margin,recent_fbs_win_pct,recent_win_pct,talent,team,team_id,wepa_allowed_total,wepa_explosiveness,wepa_explosiveness_allowed,wepa_pass,wepa_rush,wepa_rush_line_yards,wepa_rush_line_yards_allowed,wepa_success_rate,wepa_success_rate_allowed,wepa_total,win_pct,wins
,,5.278,52.014,-0.389,2.917,-5.667,1259.917,1256.25,29.75,24.083,1223.25,1226.917,,,fbs,,,Mid-American,1.294308,0.106,3.170611,0.338521,3.884615,0.250184,0.48532,0.440191,-5.727,1374.455,1370.455,11,7,-63,15119.0,15075.0,0.3636,4,12,12,1239.0,35.0,8,-68,1.233766,0.129,3.056555,0.322709,3.954545,0.199334,0.472759,0.426829,15119.0,15075.0,357,289,2.423,-2.622,-2.547,0.415,0.4022,572.9,Eastern Michigan,2199,0.261451,0.947186,1.011604,0.278629,0.120495,2.992505,3.177979,0.409657,0.471231,0.180916,0.3333,4
,,17.722,50.576,5.389,2.75,-12.333,1234.917,1234.5,33.583,21.25,945.083,945.5,,,fbs,,,Mid-American,1.248791,0.138,3.005285,0.34296,4.289157,0.199295,0.488487,0.442938,-13.818,1347.182,1346.727,11,7,-152,14819.0,14814.0,0.3636,4,12,12,1001.0,33.0,7,-148,1.359239,0.182,2.431536,0.216867,3.416667,0.066401,0.419865,0.346821,14819.0,14814.0,403,255,5.569,-6.463,-6.711,0.4869,0.4988,456.24,Kent State,2309,0.240571,0.958294,0.957345,0.237771,0.035134,2.577799,3.073088,0.347102,0.487487,0.090696,0.4167,5
,,15.25,48.785,-12.25,2.917,-27.5,1237.917,1198.333,38.583,11.083,916.25,955.833,,,fbs,,,Mid-American,1.13748,0.085,3.402529,0.339367,4.636364,0.262044,0.529134,0.48014,-29.909,1350.455,1307.273,11,11,-329,14855.0,14380.0,0.0,0,12,12,718.0,35.0,12,-330,1.177945,0.199,2.121726,0.247492,2.166667,-0.031023,0.389113,0.335849,14855.0,14380.0,463,133,-12.627,-29.5,-30.291,0.0,0.0,488.73,Massachusetts,113,0.304476,0.97684,0.906988,0.039055,0.005961,2.344526,3.34263,0.311438,0.520217,-0.020926,0.0,0
,,-1.497,44.116,0.289,3.0,1.786,1303.429,1294.286,21.714,23.5,1446.929,1456.071,,,fbs,,,Mid-American,1.193579,0.178,2.70744,0.281553,3.388889,0.087664,0.448613,0.392625,-1.0,1403.692,1393.846,13,7,-13,18248.0,18120.0,0.4615,6,14,14,1431.0,42.0,7,25,1.206175,0.133,3.136044,0.272727,3.341463,0.101724,0.45189,0.394399,18248.0,18120.0,304,329,0.336,3.468,2.21,0.5134,0.5305,592.1,Miami (OH),193,0.150148,0.919713,0.951917,0.204055,0.059155,2.964178,2.777167,0.370852,0.426645,0.091695,0.5,7
,,3.688,43.597,-3.562,2.833,-7.25,1209.75,1190.0,24.333,17.083,1331.25,1351.0,,,fbs,,,Mid-American,1.175858,0.112,3.205983,0.36087,3.447368,0.186127,0.476603,0.443618,-8.091,1319.727,1298.182,11,9,-89,14517.0,14280.0,0.1818,2,12,12,1233.0,34.0,9,-87,1.242673,0.13,2.876042,0.228346,3.04,0.046892,0.408537,0.347185,14517.0,14280.0,292,205,-3.075,-5.221,-5.389,0.2255,0.2432,471.01,Northern Illinois,2459,0.241466,1.014893,0.955308,0.117186,0.102751,2.80864,3.211008,0.334614,0.485012,0.068367,0.25,3
,,-5.0,52.141,0.846,2.923,5.846,1274.462,1271.615,21.923,27.769,1590.462,1593.308,,,fbs,,,Mid-American,1.270368,0.149,2.997037,0.277108,2.833333,0.124999,0.472072,0.411692,4.917,1380.667,1377.583,12,4,59,16568.0,16531.0,0.6667,8,13,13,1562.0,38.0,4,76,1.219694,0.123,3.322346,0.332016,3.545455,0.206726,0.496038,0.449095,16568.0,16531.0,285,361,-1.19,8.296,7.957,0.7465,0.756,469.99,Ohio,195,0.148911,1.019683,0.958689,0.222315,0.149998,3.150333,3.025706,0.413189,0.44541,0.146355,0.6923,9
,,-11.872,47.731,5.667,2.923,17.538,1202.538,1217.308,13.308,30.846,1561.923,1547.154,,,fbs,,,Mid-American,1.146615,0.202,2.376457,0.201413,2.45,-0.077675,0.398897,0.331318,14.0,1302.75,1318.75,12,5,168,15633.0,15825.0,0.5833,7,13,13,1651.0,38.0,5,228,1.210189,0.127,3.050547,0.307116,3.857143,0.203723,0.506579,0.445714,15633.0,15825.0,173,401,5.742,19.87,18.563,0.766,0.7734,620.13,Toledo,2649,0.02957,0.921455,0.920997,0.302566,0.105194,2.979044,2.613917,0.418169,0.382331,0.179089,0.6154,8
,,1.193,46.455,8.693,3.0,7.5,1255.786,1270.143,17.357,24.857,1354.0,1339.643,,,fbs,,,Mid-American,1.22809,0.173,2.789908,0.277228,2.833333,0.05267,0.425894,0.375281,5.538,1352.385,1367.846,13,4,72,17581.0,17782.0,0.6923,9,14,14,1442.0,42.0,4,105,1.053475,0.124,3.090032,0.241379,3.352273,0.100444,0.501497,0.422756,17581.0,17782.0,243,348,6.176,9.133,8.221,0.8556,0.861,534.35,Western Michigan,2711,0.082432,0.923082,0.970478,0.144062,0.086135,2.995051,2.874375,0.392788,0.393794,0.082707,0.7143,10
,,0.188,55.361,-0.312,2.917,-0.5,1329.833,1325.5,30.333,29.833,1374.167,1378.5,,,fbs,,,Mountain West,1.366809,0.107,3.270058,0.403061,4.275362,0.401644,0.529528,0.494318,-3.818,1450.727,1446.0,11,8,-42,15958.0,15906.0,0.2727,3,12,12,1386.0,35.0,8,-6,1.201367,0.09,3.270983,0.323232,4.597222,0.286936,0.5248,0.476306,15958.0,15906.0,364,358,2.054,-0.004,-0.829,0.3775,0.3915,,Air Force,2005,0.363985,0.96324,1.062014,0.382016,0.164912,3.019762,3.165563,0.446319,0.502043,0.230365,0.3333,4
25,25,-8.89,55.104,-3.104,3.0,5.786,1410.857,1405.0,24.071,29.857,1634.071,1639.929,,,fbs,25,25,Mountain West,1.427873,0.166,2.970337,0.267267,4.136986,0.099608,0.405505,0.353075,3.385,1519.385,1513.077,13,5,44,19752.0,19670.0,0.6154,8,14,14,1659.0,42.0,5,81,1.301712,0.141,3.017457,0.317003,3.659574,0.174728,0.455474,0.408915,19752.0,19670.0,337,418,-0.226,8.056,7.408,0.7232,0.7293,610.65,Boise State,68,0.098109,0.955059,1.061808,0.245463,0.089096,2.92233,2.920378,0.398464,0.359907,0.144591,0.6429,9
,,3.368,50.653,-8.965,2.917,-12.333,1347.417,1328.5,30.833,18.5,1291.083,1310.0,,,fbs,,,Mountain West,1.28734,0.132,3.266946,0.343478,4.026316,0.237063,0.489967,0.449275,-13.818,1469.909,1449.273,11,10,-152,16169.0,15942.0,0.0909,1,12,12,1155.0,35.0,10,-148,1.210839,0.188,2.964865,0.281481,3.518519,0.122355,0.462322,0.39816,16169.0,15942.0,370,222,-9.904,-16.238,-16.797,0.0622,0.0875,583.71,Colorado State,36,0.240944,0.960651,0.961356,0.23609,0.080944,2.848661,3.282285,0.394116,0.461347,0.139592,0.1667,2
,,-2.763,46.923,4.237,2.923,7.0,1293.538,1298.0,18.769,25.769,1480.077,1475.615,,,fbs,,,Mountain West,1.169277,0.174,2.909856,0.259928,3.261538,0.082908,0.442029,0.381182,3.5,1401.333,1406.167,12,4,42,16816.0,16874.0,0.6667,8,13,13,1517.0,38.0,4,91,1.209558,0.153,2.853518,0.297872,3.292683,0.102818,0.443878,0.396552,16816.0,16874.0,244,335,6.313,7.726,6.297,0.641,0.653,586.84,Fresno State,278,0.126264,0.971505,0.90797,0.201407,0.030133,2.796783,2.996691,0.370184,0.406319,0.070826,0.6923,9
,,-1.186,52.628,3.737,2.923,4.923,1297.615,1313.154,24.077,29.0,1331.0,1315.462,,,fbs,,,Mountain West,1.271096,0.16,3.214767,0.301115,3.347222,0.163303,0.477695,0.418835,3.667,1405.75,1422.583,12,4,44,16869.0,17071.0,0.6667,8,13,13,1459.0,38.0,4,64,1.32475,0.122,2.835569,0.335505,3.772152,0.16742,0.448276,0.41048,16869.0,17071.0,313,377,4.91,5.577,5.055,0.634,0.6468,481.2,Hawai'i,62,0.199071,0.94525,0.972176,0.266254,0.026515,2.735682,3.227042,0.398021,0.443708,0.140406,0.6923,9
,,10.104,49.896,0.187,2.917,-9.917,1374.25,1372.833,27.5,17.583,1239.083,1240.5,,,fbs,,,Mountain West,1.19229,0.144,3.037284,0.262745,4.147059,0.187141,0.503745,0.425856,-11.091,1499.182,1497.636,11,9,-122,16491.0,16474.0,0.1818,2,12,12,1277.0,35.0,9,-119,1.207726,0.174,2.909,0.252,2.666667,0.03366,0.433054,0.370879,16491.0,16474.0,330,211,2.149,-7.426,-7.718,0.3092,0.328,488.69,Nevada,2440,0.192123,0.959275,0.988347,0.116293,0.071454,2.864631,2.962447,0.372156,0.437288,0.066279,0.25,3
,,0.321,53.724,5.09,2.923,4.769,1310.308,1322.846,22.308,27.077,1426.769,1414.231,,,fbs,,,Mountain West,1.233305,0.172,2.63107,0.277372,3.119403,0.111771,0.462107,0.4,4.333,1419.5,1433.083,12,4,52,17034.0,17197.0,0.6667,8,13,13,1500.0,38.0,4,62,1.26448,0.138,3.157702,0.304721,3.955882,0.182442,0.467153,0.418694,17034.0,17197.0,290,352,4.417,6.564,6.469,0.8379,0.8422,378.8,New Mexico,167,0.135482,0.962034,0.989636,0.275939,0.087285,2.959645,2.66709,0.406179,0.402073,0.157722,0.6923,9
,,-3.301,45.949,7.699,2.846,11.0,1312.231,1328.385,15.385,26.385,1476.154,1460.0,,,fbs,,,Mountain West,1.15047,0.152,2.997005,0.237179,2.423729,-0.017873,0.416667,0.354444,8.417,1421.583,1439.083,12,4,101,17059.0,17269.0,0.6667,8,13,13,1521.0,37.0,4,143,1.178537,0.129,3.258955,0.206107,3.513158,0.118066,0.501661,0.412037,17059.0,17269.0,200,343,3.758,8.083,7.329,0.6547,0.6622,594.27,San Diego State,21,0.03827,0.947048,0.944757,0.15094,0.108259,3.072043,2.984088,0.402438,0.38314,0.104291,0.6923,9
,,0.576,53.847,-10.507,2.917,-11.083,1301.25,1273.083,32.5,21.417,1361.833,1390.0,,,fbs,,,Mountain West,1.278241,0.121,3.045374,0.28125,4.0375,0.203586,0.488616,0.424426,-12.364,1419.545,1388.818,11,9,-136,15615.0,15277.0,0.1818,2,12,12,1146.0,35.0,9,-133,1.245763,0.154,3.10609,0.30916,2.772727,0.171799,0.490942,0.432432,15615.0,15277.0,390,257,-15.987,-16.24,-16.972,0.1536,0.1846,522.91,San José State,23,0.206383,0.927666,0.926171,0.230244,0.094485,3.019295,3.038655,0.422416,0.447401,0.155046,0.25,3
,,-4.521,60.062,1.551,2.929,6.071,1334.214,1334.429,28.0,34.071,1621.538,1621.308,,,fbs,,,Mountain West,1.324844,0.149,3.148889,0.31058,3.781609,0.210101,0.49923,0.440552,6.0,1436.846,1437.077,13,4,78,18679.0,18682.0,0.6923,9,14,14,1644.0,41.0,4,85,1.359364,0.16,3.202972,0.362676,4.447059,0.297867,0.511664,0.466019,18679.0,18682.0,392,477,4.708,7.168,7.171,0.6587,0.665,700.54,UNLV,2439,0.225997,1.022677,1.0178,0.326496,0.184383,3.025015,3.147171,0.448369,0.455741,0.253822,0.7143,10
,,2.205,57.397,4.436,2.923,2.231,1356.846,1359.769,28.692,30.923,1415.846,1412.923,,,fbs,,,Mountain West,1.264831,0.134,3.20303,0.324324,3.768293,0.197736,0.471098,0.427126,-1.0,1469.917,1473.083,12,7,-12,17639.0,17677.0,0.4167,5,13,13,1462.0,38.0,7,29,1.348184,0.161,2.883933,0.302083,4.486111,0.20469,0.464286,0.410959,17639.0,17677.0,373,402,4.816,3.76,2.326,0.4166,0.4383,503.59,Utah State,328,0.194629,1.034659,0.966448,0.245715,0.129781,2.819443,3.167576,0.394509,0.439501,0.166274,0.4615,6
,,3.007,46.611,-1.493,2.917,-4.5,1339.083,1333.083,20.5,16.0,1350.0,1356.0,,,fbs,,,Mountain West,1.211697,0.13,2.976072,0.266904,2.769231,0.068912,0.435185,0.377588,-7.091,1460.818,1454.273,11,8,-78,16069.0,15997.0,0.2727,3,12,12,1295.0,35.0,8,-54,1.168277,0.187,2.776684,0.24911,2.901961,0.048684,0.44717,0.378545,16069.0,15997.0,246,192,-5.356,-8.243,-9.161,0.1773,0.2001,489.33,Wyoming,2751,0.110151,0.957488,0.955281,0.14053,0.006621,2.692439,2.94611,0.348134,0.395307,0.0291,0.3333,4
,,4.118,51.056,-7.132,2.917,-11.25,1348.25,1326.917,29.417,18.167,1270.583,1291.917,,,fbs,,,Pac-12,1.405307,0.172,2.629367,0.29249,3.405405,0.183475,0.436149,0.388451,-15.182,1470.818,1447.545,11,10,-167,16179.0,15923.0,0.0909,1,12,12,1150.0,35.0,10,-135,1.075088,0.163,2.830867,0.277778,2.891892,0.061805,0.490662,0.423749,16179.0,15923.0,353,218,-8.549,-10.743,-14.483,0.1211,0.1918,667.99,Oregon State,204,0.202374,0.866757,0.957544,0.183567,0.019734,2.773183,2.846301,0.415658,0.407012,0.08239,0.1667,2
,,4.128,49.545,6.436,2.846,2.308,1388.308,1390.538,20.231,22.538,1446.385,1444.154,,,fbs,,,Pac-12,1.080111,0.145,2.99196,0.234568,3.138889,0.091978,0.500911,0.419192,2.25,1504.0,1506.417,12,6,27,18048.0,18077.0,0.5,6,13,13,1533.0,37.0,6,30,1.114411,0.157,2.767064,0.275,3.929577,0.125976,0.484483,0.416279,18048.0,18077.0,263,293,9.639,7.43,7.535,0.5223,0.5334,569.46,Washington State,265,0.093983,0.91467,0.913148,0.251714,0.095212,2.912638,2.962504,0.439298,0.405414,0.158525,0.5385,7
11,8,-10.989,50.2,-0.656,3.0,10.333,1633.4,1635.6,19.2,29.533,1937.133,1934.933,9,4,fbs,11,8,SEC,1.244547,0.177,2.728099,0.272446,3.652174,0.071133,0.429048,0.374187,7.071,1750.071,1752.429,14,4,99,24501.0,24534.0,0.7143,10,15,15,1917.0,45.0,4,155,1.271562,0.135,2.805936,0.331081,4.042105,0.207814,0.475177,0.432567,24501.0,24534.0,288,443,-3.004,9.044,2.199,0.6329,0.6796,993.55,Alabama,333,0.069859,0.921346,0.973892,0.340619,0.080279,2.946439,2.789493,0.454924,0.360738,0.235922,0.7333,11
,,-3.431,60.708,-4.347,2.833,-0.917,1599.833,1599.583,33.833,32.917,1615.917,1616.167,,,fbs,,,SEC,1.280871,0.154,2.93223,0.359375,4.2125,0.247709,0.505319,0.459756,-5.091,1745.273,1745.0,11,10,-56,19198.0,19195.0,0.0909,1,12,12,1571.0,34.0,10,-11,1.333967,0.169,3.380052,0.376033,4.2,0.302206,0.535649,0.486692,19198.0,19195.0,406,395,-5.092,-6.844,-8.104,0.0286,0.0516,772.64,Arkansas,8,0.210491,1.014688,0.959949,0.333623,0.247128,3.340182,2.937248,0.509776,0.435868,0.293675,0.1667,2
22,24,-6.104,49.986,-0.021,2.917,6.083,1530.667,1538.667,20.667,26.75,1668.917,1660.917,,,fbs,25,25,SEC,1.289063,0.166,2.225897,0.298507,3.373134,0.059921,0.411111,0.373762,2.545,1669.818,1678.545,11,7,28,18368.0,18464.0,0.3636,4,12,12,1670.0,35.0,7,73,1.153812,0.168,3.127033,0.273438,3.903226,0.172707,0.507881,0.435308,18368.0,18464.0,248,321,1.261,5.81,-2.243,0.2113,0.3458,891.84,Auburn,2,0.050958,0.952912,0.933758,0.157953,0.185668,3.153895,2.340514,0.451041,0.355334,0.162361,0.4167,5
13,15,-2.701,50.826,-5.118,2.833,-2.417,1618.75,1611.667,24.0,21.583,1623.667,1630.75,,,fbs,15,17,SEC,1.247851,0.145,2.774942,0.274194,3.460526,0.171553,0.5,0.429293,-7.636,1765.909,1758.182,11,8,-84,19425.0,19340.0,0.2727,3,12,12,1593.0,34.0,8,-29,1.102139,0.152,3.274451,0.274419,4.0,0.13848,0.490637,0.428571,19425.0,19340.0,288,259,-4.007,-5.261,-6.666,0.3181,0.3337,898.58,Florida,57,0.148595,0.88277,0.963406,0.222877,0.12249,3.215265,2.817782,0.448057,0.404885,0.158678,0.3333,4
2,5,-14.964,52.625,-0.464,3.0,14.5,1575.214,1579.429,17.571,32.071,2042.357,2038.143,3,5,fbs,2,4,SEC,1.150396,0.151,2.547554,0.252788,3.672414,0.093092,0.448041,0.386682,13.923,1696.385,1700.923,13,2,181,22053.0,22112.0,0.8462,11,14,14,2064.0,42.0,2,203,1.146757,0.134,3.039037,0.313131,4.790698,0.244787,0.53662,0.470705,22053.0,22112.0,246,449,3.161,16.602,16.484,0.9457,0.9469,1002.98,Georgia,61,0.090692,0.956498,0.901148,0.337485,0.13099,2.999695,2.628628,0.467511,0.362831,0.242827,0.8571,12
,,1.382,48.833,-2.035,2.917,-3.417,1572.083,1569.333,26.417,23.0,1540.667,1543.417,,,fbs,,,SEC,1.220459,0.147,2.854087,0.301205,3.984848,0.169908,0.495528,0.435644,-6.636,1715.0,1712.0,11,7,-73,18865.0,18832.0,0.3636,4,12,12,1465.0,35.0,7,-41,1.139338,0.177,3.111029,0.286853,3.84127,0.093028,0.496403,0.431227,18865.0,18832.0,317,276,-5.237,-6.688,-12.583,0.3004,0.3929,763.18,Kentucky,96,0.126169,0.8927,0.942083,0.207222,0.076456,3.092628,2.777257,0.432306,0.399985,0.105689,0.4167,5
20,9,-7.224,50.365,-4.224,2.846,3.0,1562.154,1558.846,19.846,22.846,1720.231,1723.538,,,fbs,19,9,SEC,1.248472,0.17,2.630882,0.288194,3.25,0.08393,0.435169,0.385429,-0.583,1692.333,1688.75,12,6,-7,20308.0,20265.0,0.5,6,13,13,1691.0,37.0,6,39,1.222215,0.179,2.506838,0.31058,3.35443,0.086979,0.447124,0.399038,20308.0,20265.0,258,297,-5.138,-0.986,-2.796,0.4546,0.4748,920.05,LSU,99,0.06345,0.935281,0.940384,0.201525,0.041236,2.660556,2.624444,0.404145,0.362552,0.083249,0.5385,7
,,-0.41,56.231,-0.256,2.923,0.154,1554.769,1559.077,30.231,30.385,1488.462,1484.154,,,fbs,,,SEC,1.260208,0.135,3.358491,0.3,3.675325,0.204825,0.492754,0.432852,-5.083,1684.333,1689.0,12,8,-61,20212.0,20268.0,0.3333,4,13,13,1491.0,38.0,8,2,1.280071,0.182,2.917949,0.286164,4.413333,0.153029,0.487961,0.419766,20212.0,20268.0,393,395,-3.678,-8.131,-10.629,0.2061,0.2331,770.48,Mississippi State,344,0.172076,0.963937,0.942669,0.229072,0.101201,2.871402,3.196218,0.425756,0.414102,0.147804,0.3846,5
25,25,-9.782,49.404,1.526,2.923,11.308,1499.846,1508.308,18.923,30.231,1747.462,1739.0,22,22,fbs,21,22,SEC,1.234188,0.198,2.687863,0.268817,3.363636,0.025608,0.391892,0.348808,7.667,1624.833,1634.0,12,5,92,19498.0,19608.0,0.5833,7,13,13,1765.0,38.0,5,147,1.221774,0.128,3.132514,0.328302,3.85,0.210783,0.503759,0.453763,19498.0,19608.0,246,393,1.42,5.741,4.592,0.5471,0.5574,804.77,Missouri,142,0.049112,1.021041,0.956036,0.173174,0.195749,3.090484,2.655329,0.44629,0.334179,0.178373,0.6154,8
8,18,-10.397,47.737,0.372,2.923,10.769,1552.692,1565.0,15.462,26.231,1765.231,1752.923,8,12,fbs,8,10,SEC,1.334857,0.227,1.977632,0.242812,2.619048,-0.015765,0.345489,0.306954,9.0,1682.083,1695.417,12,3,108,20185.0,20345.0,0.75,9,13,13,1823.0,38.0,3,140,1.243163,0.167,2.749877,0.280277,3.767123,0.106763,0.464286,0.403649,20185.0,20345.0,201,341,0.84,7.65,7.076,0.8276,0.8316,882.59,Oklahoma,201,0.001253,0.947048,1.004257,0.203349,0.053827,2.859479,2.190684,0.415959,0.300208,0.118455,0.7692,10
6,21,-11.506,57.333,4.361,2.933,15.867,1551.733,1563.133,21.067,36.933,1968.333,1956.933,6,6,fbs,6,15,SEC,1.290136,0.167,3.012055,0.282353,3.097561,0.109891,0.442771,0.388446,13.5,1662.571,1674.786,14,2,189,23276.0,23447.0,0.8571,12,15,15,1960.0,44.0,2,238,1.27929,0.133,2.870683,0.385906,4.438596,0.307296,0.521092,0.484601,23276.0,23447.0,316,554,3.403,16.633,12.319,0.8919,0.9046,813.11,Ole Miss,145,0.12937,0.966993,1.022,0.416839,0.155355,2.926874,3.026637,0.487309,0.378615,0.302776,0.8667,13
11,13,-1.771,48.729,-1.188,2.917,0.583,1573.083,1572.333,22.083,22.667,1672.917,1673.667,,,fbs,24,13,SEC,1.174648,0.16,2.633012,0.296748,3.151515,0.078663,0.470796,0.418002,-1.909,1716.091,1715.273,11,8,-21,18877.0,18868.0,0.2727,3,12,12,1697.0,35.0,8,7,1.324055,0.198,2.878976,0.260223,2.612903,0.10486,0.449485,0.381963,18877.0,18868.0,265,272,0.84,1.121,0.349,0.2428,0.2639,833.26,South Carolina,2579,0.082791,1.000758,0.927037,0.218791,0.115299,2.981812,2.650324,0.418464,0.402125,0.135115,0.3333,4
18,24,-12.179,59.974,-1.256,2.923,10.923,1494.154,1495.0,28.846,39.769,1817.308,1816.462,19,25,fbs,23,18,SEC,1.14727,0.184,2.89154,0.275261,4.0875,0.146071,0.522551,0.446237,7.25,1618.667,1619.583,12,5,87,19424.0,19435.0,0.5833,7,13,13,1799.0,38.0,5,142,1.249469,0.124,3.050951,0.34413,4.685393,0.316398,0.560519,0.503719,19424.0,19435.0,375,517,-3.474,7.347,6.011,0.5689,0.5806,866.57,Tennessee,2633,0.147137,0.958429,0.908181,0.329705,0.191797,3.043238,2.871201,0.496067,0.439053,0.271848,0.6154,8
14,1,-11.814,49.679,-1.66,2.923,10.154,1649.077,1654.077,20.308,30.462,1913.308,1908.308,13,11,fbs,14,1,SEC,1.178447,0.179,2.636132,0.27551,3.765625,0.098275,0.449833,0.392377,10.154,1649.077,1654.077,13,3,132,21438.0,21503.0,0.7692,10,13,13,1898.0,38.0,3,132,1.36564,0.159,2.825,0.326316,3.517647,0.178628,0.444444,0.404508,21438.0,21503.0,264,396,-0.44,6.219,6.219,0.7877,0.7877,973.54,Texas,251,0.082481,0.945256,0.921992,0.287038,0.098319,2.935258,2.617973,0.423244,0.36735,0.189303,0.7692,10
7,19,-13.359,53.026,-0.59,2.923,12.769,1569.846,1585.077,21.0,33.769,1817.077,1801.846,7,3,fbs,7,21,SEC,1.43973,0.214,2.603252,0.219745,3.912281,0.117666,0.414583,0.337531,9.833,1700.667,1717.167,12,2,118,20408.0,20606.0,0.8333,10,13,13,1878.0,38.0,2,166,1.229547,0.111,3.098129,0.289474,4.141304,0.233098,0.524181,0.455347,20408.0,20606.0,273,439,-1.844,13.682,7.248,0.7528,0.7918,917.29,Texas A&M,245,0.122168,0.956859,1.056979,0.373884,0.151055,3.106623,2.7543,0.483466,0.338627,0.255671,0.8462,11
13,15,-6.551,51.987,9.064,2.846,15.615,1546.308,1575.769,22.846,38.462,1739.0,1709.538,14,16,fbs,12,15,SEC,1.306494,0.171,2.626816,0.311419,3.901408,0.190992,0.474061,0.418632,13.417,1675.167,1707.083,12,3,161,20102.0,20485.0,0.75,9,13,13,1884.0,37.0,3,203,1.415498,0.129,3.244271,0.463303,5.0,0.412763,0.517707,0.503083,20102.0,20485.0,297,500,11.123,14.796,14.13,0.8146,0.8191,685.42,Vanderbilt,238,0.189388,1.096869,0.951557,0.439544,0.259084,3.169099,2.674889,0.506591,0.415805,0.377209,0.7692,10
,,0.115,55.872,-5.5,2.923,-5.615,1267.231,1250.923,29.769,24.154,1330.615,1346.923,,,fbs,,,Sun Belt,1.191213,0.165,2.870495,0.331104,4.243902,0.180265,0.502311,0.448312,-6.667,1372.833,1355.167,12,8,-80,16474.0,16262.0,0.3333,4,13,13,1253.0,38.0,8,-73,1.193944,0.167,2.97892,0.308442,3.5,0.097354,0.458199,0.408602,16474.0,16262.0,387,314,-4.664,-7.537,-7.932,0.2984,0.3169,611.31,App State,2026,0.213,0.913967,0.932774,0.185047,0.060405,2.829104,2.922249,0.3842,0.467384,0.082409,0.3846,5
,,4.538,57.083,2.308,2.769,-2.231,1284.923,1282.846,27.385,25.154,1273.923,1276.0,,,fbs,,,Sun Belt,1.293492,0.155,2.747222,0.32,3.9,0.192424,0.485804,0.435644,-3.917,1392.0,1389.75,12,6,-47,16704.0,16677.0,0.5,6,13,13,1301.0,36.0,6,-29,1.154094,0.178,2.573239,0.287671,3.306818,0.09019,0.474601,0.41896,16704.0,16677.0,356,327,2.761,-0.55,-1.004,0.5541,0.5647,591.27,Arkansas State,2032,0.191808,0.887926,0.982718,0.161354,0.000586,2.647889,2.794056,0.386412,0.448832,0.047686,0.5385,7
,,7.731,52.891,-3.192,2.923,-10.923,1349.615,1333.0,33.077,22.154,1236.769,1253.385,,,fbs,,,Sun Belt,1.267308,0.153,3.083984,0.323024,3.606383,0.202609,0.493939,0.44164,-12.917,1462.083,1444.083,12,7,-155,17545.0,17329.0,0.4167,5,13,13,1165.0,38.0,7,-142,1.255828,0.185,2.627152,0.266234,3.8,0.062278,0.413547,0.361335,17545.0,17329.0,430,288,-4.47,-15.338,-16.1,0.3843,0.4004,610.88,Coastal Carolina,324,0.221727,0.97114,0.99917,0.144091,0.060905,2.696837,3.012925,0.358241,0.455055,0.0813,0.4615,6
,,2.147,58.885,-2.237,2.923,-4.385,1329.462,1318.462,32.308,27.923,1321.0,1332.0,,,fbs,,,Sun Belt,1.24445,0.15,3.351731,0.362637,4.206897,0.26657,0.54,0.487541,-7.083,1440.25,1428.333,12,6,-85,17283.0,17140.0,0.5,6,13,13,1277.0,38.0,6,-57,1.229378,0.136,3.216473,0.35316,4.08642,0.200708,0.478605,0.441111,17283.0,17140.0,420,363,-0.958,-4.642,-5.899,0.5874,0.6027,574.48,Georgia Southern,290,0.282599,0.951682,1.019066,0.261586,0.14039,3.090779,3.247824,0.41714,0.505847,0.178029,0.5385,7
,,11.292,56.889,-6.792,2.917,-18.083,1403.917,1385.667,37.833,19.75,1135.583,1153.833,,,fbs,,,Sun Belt,1.26192,0.127,3.157652,0.37395,4.445652,0.275287,0.496711,0.462175,-21.182,1531.545,1511.636,11,11,-233,16847.0,16628.0,0.0,0,12,12,1112.0,35.0,11,-217,1.248024,0.16,2.896919,0.311419,3.389831,0.130407,0.450704,0.403734,16847.0,16628.0,454,237,-2.469,-15.088,-16.116,0.0,0.032,611.97,Georgia State,2247,0.244498,0.924854,0.961211,0.203773,0.066499,2.896919,3.093618,0.394185,0.457936,0.110161,0.0833,1
